 0.05  -2.0 0   cyl prot, k = 1, delta = 0.0
 0.05  -2.0  0
 0.10  -2.0  0
 0.15  -2.0  0
 0.20  -2.0  0
 0.25  -2.0  0
 0.30  -2.0  0
 0.35  -2.0  0
 0.40  -2.0  0
 0.45  -2.0  0
 0.50  -2.0  0
 0.55  -2.0  0
 0.60  -2.0  0
 99 99 99

 99 99 99
 -1.98 0.001 0 cylindrical cavity, case25.
 -1.9  0.001 0 
 -1.8  0.001 0 
 -1.7  0.001 0 
 -1.4 -0.001 0 
 -1.3 -0.001 0 
 -1.2 -0.001 0 
 -1.1 -0.001 0 
 -1.0 -0.001 0 
 -0.9 -0.001 0
 -0.8 -0.001 0
 -0.7 -0.001 0
 -0.6 -0.001 0
 -0.5 -0.001 0
 -0.4 -0.001 0
 -0.3 -0.001 0
  0.10 -2.0 0
  0.20 -2.0 0
  0.30 -2.0 0
  0.40 -2.0 0
  0.50 -2.0 0
  0.01 -2.0 0
  99 99 99

 -1.98 0.001 0 cylindrical cavity, case26.
 -1.9  0.001 0 
 -1.8  0.001 0 
 -1.7  0.001 0 
 -1.6  0.001 0 
 -1.5  0.001 0 
 -1.4  0.001 0 
 -1.1 -0.001 0 
 -1.15 -0.001 0
 -1.0 -0.001 0 
 -0.9 -0.001 0
 -0.8 -0.001 0
 -0.7 -0.001 0
 -0.6 -0.001 0
 -0.5 -0.001 0
 -0.4 -0.001 0
 -0.3 -0.001 0
 -0.2 -0.001 0
 -0.1 -0.001 0
 -0.01 -0.001 0
  0.10 -2.0 0
  0.20 -2.0 0
  0.30 -2.0 0
  0.40 -2.0 0
  0.50 -2.0 0
  0.01 -2.0 0
  99 99 99

-0.99 -0.001 0  cylindrical cavity, case21.
-0.99 -0.001 0 
 -0.9 -0.001 0
 -0.8 -0.001 0
 -0.7 -0.001 0
 -0.6 -0.001 0
 -0.5 -0.001 0
 -0.4 -0.001 0
 -0.3 -0.001 0
 -0.2 -0.001 0
 -0.1 -0.001 0
 -0.01 -0.001 0
  0.10 -2.0 0
  0.20 -2.0 0
  0.30 -2.0 0
  0.40 -2.0 0
  0.50 -2.0 0
  0.01  -2.0 0

-0.99 -0.001 0  cylindrical cavity, case20.
 -0.9 -0.001 0
 -0.8 -0.001 0
 -0.7 -0.001 0
 -0.6 -0.001 0
 -0.5 -0.001 0
 -0.4 -0.001 0
 -0.3 -0.001 0
  0.10 -2.0 0
  0.20 -2.0 0
  0.30 -2.0 0
  0.40 -2.0 0
  0.50 -2.0 0
  0.01  -2.0 0
99 99 99

 -1.7  -0.01 0  case 03
 -1.6  -0.01 0  
 -1.5  -0.01 0  
 -1.4  -0.01 0  
 -1.3  -0.01 0  
 -1.2  -0.01 0  
 -1.1  -0.01 0  
 -1.0  -0.01 0  
 -0.9  -0.01 0 
 -0.8  -0.01 0
 -0.7  -0.01 0
 -0.6  -0.01 0
 -0.5  -0.01 0
 -0.4  -0.01 0
 -0.3  -0.01 0
 -0.2  -0.01 0
 -0.1  -0.01 0
 -0.05 -0.01 0
 0.05  -2.0  0
 0.10  -2.0  0
 0.15  -2.0  0
 0.20  -2.0  0
 0.25  -2.0  0
 0.30  -2.0  0
 0.35  -2.0  0
 0.40  -2.0  0
 0.45  -2.0  0
 0.50  -2.0  0
 0.55  -2.0  0
 0.60  -2.0  0
 99 99 99

-0.25 -0.01 0  case 02
-0.20 -0.01 0
-0.15 -0.01 0
-0.1  -0.01 0
-0.05 -0.01 0
 0.01 -0.01
 0.06 -0.01
0.05  -2.0  0
0.10  -2.0  0
0.15  -2.0  0
0.20  -2.0  0
0.25  -2.0  0
0.30  -2.0  0
0.35  -2.0  0
0.40  -2.0  0
0.45  -2.0  0
0.50  -2.0  0
0.55  -2.0  0
0.60  -2.0  0
99 99 99

